No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V,DTI,FICO_Band,Utilization_Band,DTI_Band,LoanAmount_Band,Asset_Band,FICO_Imputed,Predicted_ChargeOff_Prob,Predicted_ChargeOff_Label
1,18,0,0,0,0,0,1,0,0,1,0,1,0,2564,0,2.0,0,547.2,0.0,26007,0,1,13169.8,0,,,0.02104048909908871,,Very Low (<10%),Target (<36%),High (10K-15K),>2500,999,0.0004409155,0
0,24,0,0,0,0,0,0,0,0,0,0,1,0,119,1,2.0,1,530.0,0.4804265201701621,39346,0,0,0.0,0,,555.0,0.013470238397804098,Poor,Moderate (30-60%),Target (<36%),No Debt,<500,555,0.00028073858,0
0,23,0,0,1,0,0,0,0,1,0,1,0,0,615,0,2.0,1,596.0,0.2031815590312305,28051,0,0,0.0,1,,618.0,0.021247014366689243,Fair,Low (10-30%),Target (<36%),No Debt,501-1000,618,0.9888227,1
0,25,0,0,0,0,0,1,1,0,0,0,1,0,766,3,2.0,1,440.0,0.1199873029286361,37515,0,0,0.0,0,,530.0,0.0117286418765827,Poor,Low (10-30%),Target (<36%),No Debt,501-1000,530,0.000646089,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2243,3,3.0,0,625.0,0.6625440280273635,36799,0,1,21333.0,0,,542.0,0.01698415717818419,Poor,High (60-100%),Target (<36%),Very High (>15K),2001-2500,542,0.00014644189,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,808,2,0.0,0,226.4,0.0,33522,0,0,0.0,0,,642.0,0.00675377364119086,Fair,Very Low (<10%),Target (<36%),No Debt,501-1000,642,6.4354695e-05,0
0,23,0,0,0,0,0,0,1,0,0,0,0,0,176,0,0.0,1,513.0,0.2651388441609069,22008,0,0,0.0,0,,570.0,0.02330970556161396,Poor,Low (10-30%),Target (<36%),No Debt,<500,570,0.00038233201,0
0,23,0,0,0,0,0,0,0,0,1,0,1,1,2936,1,2.0,0,710.0,0.0,27638,0,1,14420.0,0,,618.0,0.025689268398581662,Fair,Very Low (<10%),Target (<36%),High (10K-15K),>2500,618,6.9608875e-05,0
1,20,0,0,0,0,0,0,0,1,0,1,0,0,346,1,0.0,0,100.8,0.5004077173759174,45167,0,1,6550.599999999999,0,,,0.002231717847100759,,Moderate (30-60%),Target (<36%),Moderate (5K-10K),<500,999,0.07049408,0
0,24,0,0,0,0,0,0,0,0,0,0,0,1,2309,0,1.0,0,650.0,0.0,51583,0,0,0.0,0,,675.0,0.012601050733768878,Good,Very Low (<10%),Target (<36%),No Debt,2001-2500,675,0.0006953106,0
1,25,0,0,0,0,0,0,0,0,0,0,0,0,465,3,2.0,0,307.0,0.104674305668201,45475,0,0,0.0,0,,,0.0067509620670698186,,Low (10-30%),Target (<36%),No Debt,<500,999,0.00021988754,0
0,25,0,0,1,0,0,0,1,1,1,1,0,0,1856,2,0.0,0,814.0,0.3109430129451153,38043,0,0,0.0,0,,576.0,0.021396840417422392,Poor,Moderate (30-60%),Target (<36%),No Debt,1501-2000,576,0.053591046,0
0,18,0,0,0,0,0,0,0,0,0,0,0,1,2860,0,0.0,0,461.6,0.0,25507,0,0,0.0,0,,587.0,0.01809699298231858,Fair,Very Low (<10%),Target (<36%),No Debt,>2500,587,0.0011178241,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,341,0,2.0,1,934.4,0.1731569277861156,36325,0,0,0.0,0,,,0.02572333103922918,,Low (10-30%),Target (<36%),No Debt,<500,999,0.00035475427,0
0,21,0,0,0,0,0,1,0,0,1,0,0,1,1741,2,1.0,0,181.6,0.4016525013619008,53343,1,0,0.0,0,,506.0,0.003404382955589299,Poor,Moderate (30-60%),Target (<36%),No Debt,1501-2000,506,0.0027719843,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,478,2,1.0,1,1348.0,0.3827726674234904,40785,0,0,0.0,0,,,0.033051366924114256,,Moderate (30-60%),Target (<36%),No Debt,<500,999,0.00015578081,0
1,23,0,0,0,0,0,0,1,0,0,0,0,0,503,2,2.0,1,880.0,0.0149902565818879,40449,0,0,0.0,0,,,0.021755791243294024,,Very Low (<10%),Target (<36%),No Debt,501-1000,999,0.00026462736,0
0,22,0,0,0,0,0,1,0,0,0,0,1,0,578,0,0.0,0,9.0,0.1227823378625668,44329,0,0,0.0,0,,628.0,0.00020302736357689097,Fair,Low (10-30%),Target (<36%),No Debt,501-1000,628,8.874492e-05,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1807,1,1.0,0,742.4000000000001,0.208851442783186,30807,1,0,0.0,0,,619.0,0.024098419190443733,Fair,Low (10-30%),Target (<36%),No Debt,1501-2000,619,6.8396446e-05,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,763,0,0.0,0,263.2,0.0,20696,0,0,0.0,0,,594.0,0.012717433320448395,Fair,Very Low (<10%),Target (<36%),No Debt,501-1000,594,0.00021007388,0
0,20,0,0,0,0,0,1,0,1,0,1,0,1,372,1,2.0,0,480.0,0.3609559788666521,30634,0,0,0.0,1,,645.0,0.015668864660181497,Fair,Moderate (30-60%),Target (<36%),No Debt,<500,645,0.9748651,1
1,19,0,0,0,0,0,1,1,0,0,0,1,0,750,2,2.0,0,272.0,0.3548278502714953,33066,0,0,0.0,0,,,0.008225972297828585,,Moderate (30-60%),Target (<36%),No Debt,501-1000,999,5.1491934e-05,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,230,0,1.0,0,608.0,0.1981769061637743,18591,0,1,1642.9,0,,649.0,0.032703996557474045,Fair,Low (10-30%),Target (<36%),Low (1K-5K),<500,649,0.00029275648,0
1,24,0,0,0,0,0,0,0,0,0,0,0,0,2520,3,2.0,0,44.0,0.1260609914349489,28928,0,0,0.0,0,,,0.0015210176991150442,,Low (10-30%),Target (<36%),No Debt,>2500,999,0.00069139624,0
1,20,0,0,0,0,0,0,1,0,0,0,0,0,353,2,0.0,0,135.20000000000002,0.281444974395915,41092,0,0,0.0,0,,,0.0032901781368636237,,Low (10-30%),Target (<36%),No Debt,<500,999,0.0011739772,0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,657,1,2.0,0,148.0,0.122896849806501,32340,0,1,4086.6,0,,,0.004576376004947433,,Low (10-30%),Target (<36%),Low (1K-5K),501-1000,999,7.194344e-05,0
0,25,0,0,0,0,0,0,0,0,0,0,1,0,2445,0,1.0,0,736.0,0.5491216805947944,26640,0,0,0.0,0,,515.0,0.02762762762762763,Poor,Moderate (30-60%),Target (<36%),No Debt,2001-2500,515,0.001546865,0
0,24,0,0,1,0,0,0,0,1,0,1,1,0,2600,1,2.0,1,358.0,0.4055647092457546,34498,0,0,0.0,1,,528.0,0.010377413183372949,Poor,Moderate (30-60%),Target (<36%),No Debt,>2500,528,0.9923855,1
1,21,0,0,0,0,0,0,0,0,1,0,0,1,1088,3,0.0,0,694.4000000000001,0.2554857545057132,19485,1,0,0.0,0,,,0.03563767000256608,,Low (10-30%),Target (<36%),No Debt,1001-1500,999,0.0007079071,0
0,18,0,0,0,0,0,1,0,0,0,0,0,0,2123,1,0.0,0,425.6,0.4430575239230966,24050,0,1,16036.999999999998,0,,634.0,0.0176964656964657,Fair,Moderate (30-60%),Target (<36%),Very High (>15K),2001-2500,634,0.0007709442,0
0,25,0,0,0,0,0,0,1,0,0,0,1,0,1294,3,2.0,1,412.0,0.0619294634974471,28537,0,0,0.0,0,,509.0,0.014437397063461472,Poor,Very Low (<10%),Target (<36%),No Debt,1001-1500,509,0.0012636423,0
1,24,0,0,0,0,0,0,1,0,0,0,0,0,1744,0,2.0,0,330.0,0.0,25232,0,0,0.0,0,,,0.01307863031071655,,Very Low (<10%),Target (<36%),No Debt,1501-2000,999,0.0012070576,0
1,19,0,0,0,0,0,1,0,0,1,0,1,1,2411,2,1.0,0,388.0,0.4663477005171177,20611,1,1,7912.799999999999,0,,,0.018824899325602832,,Moderate (30-60%),Target (<36%),Moderate (5K-10K),2001-2500,999,0.0005626131,0
1,25,0,0,1,0,0,0,1,1,0,1,0,1,139,2,0.0,0,131.0,0.2972550422181985,42673,0,1,7120.0,1,,,0.003069856818128559,,Low (10-30%),Target (<36%),Moderate (5K-10K),<500,999,0.98967487,1
0,20,0,0,0,0,0,0,0,0,0,0,0,0,2696,3,0.0,1,764.8000000000001,0.2037351977344202,39809,0,0,0.0,0,,538.0,0.01921173603958904,Poor,Low (10-30%),Target (<36%),No Debt,>2500,538,0.002285385,0
1,18,0,0,1,0,0,1,1,0,0,1,0,0,966,1,2.0,0,228.0,0.3236316889001303,28360,0,0,0.0,1,,,0.008039492242595205,,Moderate (30-60%),Target (<36%),No Debt,501-1000,999,0.9977241,1
0,18,0,0,0,0,0,1,0,0,0,0,0,0,852,2,1.0,0,512.8000000000001,0.4953818614650013,47250,1,1,9982.0,0,,675.0,0.010852910052910055,Good,Moderate (30-60%),Target (<36%),Moderate (5K-10K),501-1000,675,7.317232e-05,0
0,19,0,0,0,0,0,0,0,0,0,0,0,1,971,2,1.0,0,540.8000000000001,0.2020096576096833,26080,1,1,1795.4999999999998,0,,548.0,0.020736196319018407,Poor,Low (10-30%),Target (<36%),Low (1K-5K),501-1000,548,0.00071593316,0
1,24,0,0,0,0,0,1,0,0,1,0,1,0,1465,2,0.0,0,990.0,0.3963271591551228,52319,0,0,0.0,0,,,0.018922380014908542,,Moderate (30-60%),Target (<36%),No Debt,1001-1500,999,0.00040233103,0
1,24,0,0,0,0,0,0,0,0,0,0,1,0,2185,3,2.0,0,936.0,0.2726657038650484,44189,0,0,0.0,0,,,0.021181742062504245,,Low (10-30%),Target (<36%),No Debt,2001-2500,999,1.431843e-05,0
0,23,0,0,0,0,0,0,1,0,0,1,0,0,2142,0,1.0,1,1382.0,0.1703429670015736,30314,0,1,12604.0,0,,502.0,0.045589496602229995,Poor,Low (10-30%),Target (<36%),High (10K-15K),2001-2500,502,0.0129841175,0
1,19,0,0,0,0,0,0,1,0,1,0,0,1,2883,1,0.0,0,621.6,0.2394825785804521,39686,0,1,5732.299999999999,0,,,0.0156629541903946,,Low (10-30%),Target (<36%),Moderate (5K-10K),>2500,999,9.339737e-05,0
1,20,0,0,0,0,0,0,1,0,1,0,1,0,1101,0,0.0,0,744.0,0.0811837039675112,19137,0,1,4666.2,0,,,0.03887756701677379,,Very Low (<10%),Target (<36%),Low (1K-5K),1001-1500,999,0.0004060446,0
0,24,0,0,0,0,0,1,1,0,0,0,0,0,873,3,1.0,1,656.0,0.166256356582674,51651,0,0,0.0,0,,501.0,0.012700625350912858,Poor,Low (10-30%),Target (<36%),No Debt,501-1000,501,0.0011542812,0
0,21,0,0,0,0,0,0,0,0,1,0,0,0,1331,2,1.0,1,122.4,0.2052618334877002,52364,1,0,0.0,0,,615.0,0.002337483767473837,Fair,Low (10-30%),Target (<36%),No Debt,1001-1500,615,0.0007386538,0
0,19,0,0,1,0,0,0,1,1,0,0,0,0,2963,2,1.0,0,463.2000000000001,0.260042614225992,47119,0,1,7668.499999999999,0,,607.0,0.009830429338483417,Fair,Low (10-30%),Target (<36%),Moderate (5K-10K),>2500,607,0.27737784,0
1,18,0,0,0,0,0,1,1,0,0,0,0,0,833,2,0.0,0,627.2,0.4306975796108484,48175,1,1,11477.2,0,,,0.013019200830306176,,Moderate (30-60%),Target (<36%),High (10K-15K),501-1000,999,0.00012390724,0
0,21,0,0,0,0,0,0,0,0,1,0,0,1,1996,1,2.0,0,279.2,0.2684761951371396,40578,1,0,0.0,0,,608.0,0.006880575681403716,Fair,Low (10-30%),Target (<36%),No Debt,1501-2000,608,5.681996e-05,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1891,3,1.0,1,766.4000000000001,0.2120794131750707,44562,0,1,2134.3,0,,605.0,0.017198509941205514,Fair,Low (10-30%),Target (<36%),Low (1K-5K),1501-2000,605,0.00015106009,0
1,18,0,0,0,0,0,0,1,0,0,0,0,1,1126,3,2.0,0,12.0,0.3264088635576649,51932,1,0,0.0,0,,,0.00023107140106292846,,Moderate (30-60%),Target (<36%),No Debt,1001-1500,999,0.0006211113,0
0,19,0,0,1,0,0,0,0,1,0,1,0,0,2467,2,0.0,0,310.40000000000003,0.4316927137495435,18443,0,1,16183.3,1,,661.0,0.016830233693000057,Fair,Moderate (30-60%),Target (<36%),Very High (>15K),2001-2500,661,0.66410345,0
1,18,0,0,0,0,0,0,1,0,0,0,0,0,1240,1,2.0,0,410.4,0.197801233549921,18246,1,1,14975.8,0,,,0.02249260111805327,,Low (10-30%),Target (<36%),High (10K-15K),1001-1500,999,0.00041553614,0
0,23,0,0,0,0,0,1,0,0,0,0,0,0,1519,0,0.0,0,833.0,0.1417296783720809,44785,0,0,0.0,0,,562.0,0.01859997767109523,Poor,Low (10-30%),Target (<36%),No Debt,1501-2000,562,0.00012163905,0
0,21,0,0,1,0,0,0,0,1,0,0,0,0,2476,2,0.0,0,386.4,0.3738769551615188,36922,0,1,8361.5,1,,600.0,0.010465305238069444,Fair,Moderate (30-60%),Target (<36%),Moderate (5K-10K),2001-2500,600,0.9941859,1
1,22,0,0,1,0,0,0,0,1,0,1,0,0,818,0,2.0,0,958.0,0.3794503599439787,39446,0,1,19101.0,1,,,0.024286366171474928,,Moderate (30-60%),Target (<36%),Very High (>15K),501-1000,999,0.90487224,1
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1364,2,1.0,1,670.0,0.346380783115345,28956,0,1,4827.0,0,,536.0,0.023138555049039923,Poor,Moderate (30-60%),Target (<36%),Low (1K-5K),1001-1500,536,3.4451034e-05,0
0,20,0,0,0,0,0,0,0,0,0,0,1,0,1288,0,2.0,0,621.6,0.4569487592607934,43298,0,0,0.0,0,,587.0,0.014356321308143564,Fair,Moderate (30-60%),Target (<36%),No Debt,1001-1500,587,0.00012374949,0
0,18,0,0,0,0,0,1,1,1,0,0,0,1,2681,3,1.0,0,306.40000000000003,0.4032863882607755,18528,0,0,0.0,1,,521.0,0.01653713298791019,Poor,Moderate (30-60%),Target (<36%),No Debt,>2500,521,0.99808586,1
0,18,0,0,1,0,0,0,0,1,0,0,0,0,1078,1,2.0,0,473.6,0.0402415302647094,35824,0,1,12997.6,1,,509.0,0.013220187583742743,Poor,Very Low (<10%),Target (<36%),High (10K-15K),1001-1500,509,0.99448013,1
1,20,0,0,0,0,0,0,0,0,0,0,0,0,1202,0,0.0,0,40.0,0.1937181094624103,26062,1,0,0.0,0,,,0.0015348016268897245,,Low (10-30%),Target (<36%),No Debt,1001-1500,999,0.0005884456,0
0,20,0,0,0,0,0,0,0,0,0,0,0,1,1139,1,0.0,1,116.0,0.6188682594466086,19902,0,1,8533.0,0,,665.0,0.005828559943724249,Fair,High (60-100%),Target (<36%),Moderate (5K-10K),1001-1500,665,0.00027681084,0
0,25,0,0,0,0,0,0,0,0,0,0,1,1,116,0,1.0,0,212.0,0.390764929763343,36790,0,0,0.0,0,,635.0,0.005762435444414243,Fair,Moderate (30-60%),Target (<36%),No Debt,<500,635,0.0026330324,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,1303,3,0.0,1,1093.0,0.1688210769347243,40796,0,0,0.0,0,,679.0,0.026791842337484068,Good,Low (10-30%),Target (<36%),No Debt,1001-1500,679,0.0010534403,0
0,20,0,0,1,0,0,1,0,1,0,0,0,0,493,2,2.0,0,776.0,0.5621082652577207,18763,0,1,13482.7,0,,518.0,0.0413579917923573,Poor,Moderate (30-60%),Target (<36%),High (10K-15K),<500,518,0.10019195,0
1,21,0,0,0,0,0,0,0,0,0,0,1,0,2113,2,0.0,0,326.40000000000003,0.1526147685286987,28528,0,1,4650.099999999999,0,,,0.011441390914189569,,Low (10-30%),Target (<36%),Low (1K-5K),2001-2500,999,0.0004926571,0
1,23,0,0,0,0,0,1,0,0,1,0,1,0,856,1,1.0,0,117.0,0.2657034588077097,32901,0,1,4212.0,0,,,0.003556122914197137,,Low (10-30%),Target (<36%),Low (1K-5K),501-1000,999,0.00024390002,0
0,25,0,0,0,0,0,0,1,0,0,0,0,0,1377,1,0.0,0,627.0,0.4273719480610088,46006,0,0,0.0,0,,623.0,0.013628657131678476,Fair,Moderate (30-60%),Target (<36%),No Debt,1001-1500,623,0.00012526392,0
0,18,0,0,0,0,0,0,1,0,1,0,0,0,1840,0,2.0,0,176.0,0.1547802854434371,49094,1,0,0.0,0,,514.0,0.0035849594655151342,Poor,Low (10-30%),Target (<36%),No Debt,1501-2000,514,0.00094143744,0
1,25,0,0,0,0,0,0,1,0,0,1,0,0,1541,1,1.0,1,363.0,0.3115790871370753,40106,0,0,0.0,0,,,0.009051014810751509,,Moderate (30-60%),Target (<36%),No Debt,1501-2000,999,0.08800462,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1670,3,2.0,0,136.0,0.1576717716798695,20837,1,1,6104.7,0,,541.0,0.006526851274175745,Poor,Low (10-30%),Target (<36%),Moderate (5K-10K),1501-2000,541,0.0011391975,0
0,20,0,0,0,0,0,0,0,0,0,0,1,0,1363,2,0.0,0,676.8000000000001,0.2449207817912986,18633,0,1,5940.9,0,,604.0,0.03632265335694736,Fair,Low (10-30%),Target (<36%),Moderate (5K-10K),1001-1500,604,0.0011751262,0
1,18,0,0,0,0,0,1,0,0,0,0,0,0,948,3,2.0,1,1128.0,0.2268020718360243,48482,1,1,15781.499999999998,0,,,0.02326636689905532,,Low (10-30%),Target (<36%),Very High (>15K),501-1000,999,0.00049370615,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,424,3,2.0,0,774.0,0.4120940071433517,46000,0,0,0.0,0,,596.0,0.01682608695652174,Fair,Moderate (30-60%),Target (<36%),No Debt,<500,596,0.00015073892,0
0,21,0,0,0,0,0,0,1,0,0,0,0,0,2303,1,0.0,0,742.4000000000001,0.4237588000890028,51362,0,0,0.0,0,,595.0,0.014454265799618397,Fair,Moderate (30-60%),Target (<36%),No Debt,2001-2500,595,0.0008264679,0
1,23,0,0,0,0,0,0,0,0,1,0,1,0,1023,2,2.0,0,919.0,0.238589826633734,54145,0,0,0.0,0,,,0.01697294302336319,,Low (10-30%),Target (<36%),No Debt,1001-1500,999,0.0011575663,0
0,25,0,0,0,0,0,1,0,0,1,0,1,1,2107,3,0.0,0,597.0,0.1741104546439985,37047,0,0,0.0,0,,507.0,0.016114665155073284,Poor,Low (10-30%),Target (<36%),No Debt,2001-2500,507,0.003129335,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1611,1,2.0,0,597.6,0.4099358973061686,44898,0,1,8745.8,0,,550.0,0.01331016971802753,Poor,Moderate (30-60%),Target (<36%),Moderate (5K-10K),1501-2000,550,9.8424636e-05,0
0,23,0,0,0,0,0,0,0,0,0,0,1,1,1315,3,2.0,0,555.0,0.2977754797323981,54818,0,1,5343.0,0,,511.0,0.01012441168959101,Poor,Low (10-30%),Target (<36%),Moderate (5K-10K),1001-1500,511,0.0003537204,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,2722,2,1.0,0,504.8,0.2190325553322149,25463,0,0,0.0,0,,502.0,0.01982484389113616,Poor,Low (10-30%),Target (<36%),No Debt,>2500,502,0.0012211662,0
0,23,0,0,1,0,0,0,0,1,0,1,0,0,771,3,3.0,0,164.0,0.3934538431917865,34473,0,0,0.0,0,,593.0,0.00475734632901111,Fair,Moderate (30-60%),Target (<36%),No Debt,501-1000,593,0.0495437,0
1,18,0,0,0,0,0,0,0,0,0,0,0,1,566,1,1.0,0,599.2,0.325113231564251,28216,1,1,2868.6,0,,,0.021236178055004256,,Moderate (30-60%),Target (<36%),Low (1K-5K),501-1000,999,0.00012722136,0
1,18,0,0,0,0,0,0,1,0,0,0,0,0,755,3,0.0,0,584.8000000000001,0.505668372645103,38637,0,1,11881.8,0,,,0.015135750705282502,,Moderate (30-60%),Target (<36%),High (10K-15K),501-1000,999,4.1979343e-05,0
1,22,0,0,0,0,0,0,0,0,0,0,1,0,2881,0,1.0,0,793.0,0.239410086256326,36676,1,0,0.0,0,,,0.02162176900425346,,Low (10-30%),Target (<36%),No Debt,>2500,999,0.00012954643,0
1,19,0,0,0,0,0,0,0,0,0,0,0,1,2861,2,2.0,0,536.8000000000001,0.1803173370892808,21324,0,0,0.0,0,,,0.025173513412117803,,Low (10-30%),Target (<36%),No Debt,>2500,999,0.0004735367,0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,1915,1,1.0,0,628.0,0.1433562180315074,49036,0,0,0.0,0,,631.0,0.01280691736683253,Fair,Low (10-30%),Target (<36%),No Debt,1501-2000,631,0.00023070307,0
1,19,0,0,1,0,0,0,1,1,0,0,0,0,984,0,2.0,0,539.2,0.035046402745868,23375,0,0,0.0,1,,,0.023067379679144386,,Very Low (<10%),Target (<36%),No Debt,501-1000,999,0.98940164,1
1,19,0,0,0,0,0,0,0,0,0,0,0,0,1087,2,2.0,1,1253.6,0.2654070467100146,25189,1,1,16639.0,0,,,0.04976775576640597,,Low (10-30%),Target (<36%),Very High (>15K),1001-1500,999,0.00044756092,0
1,23,0,0,0,0,0,0,1,0,0,0,1,0,2813,2,2.0,0,752.0,0.2624095704572889,44367,0,0,0.0,0,,,0.01694953456397773,,Low (10-30%),Target (<36%),No Debt,>2500,999,7.143332e-05,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,514,3,2.0,0,123.0,0.3249762392701676,32515,0,1,13760.0,0,,650.0,0.003782869444871598,Fair,Moderate (30-60%),Target (<36%),High (10K-15K),501-1000,650,7.6265576e-05,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,990,2,1.0,0,712.0,0.0032384754699755,54080,0,1,9216.9,0,,,0.013165680473372781,,Very Low (<10%),Target (<36%),Moderate (5K-10K),501-1000,999,0.0010027288,0
1,21,0,0,0,0,0,1,1,0,1,0,0,1,2033,3,0.0,0,32.0,0.3088590123886175,54695,0,0,0.0,0,,,0.0005850626199835451,,Moderate (30-60%),Target (<36%),No Debt,2001-2500,999,0.0003230026,0
1,18,0,0,0,0,0,1,1,0,0,0,0,0,2825,3,0.0,0,708.0,0.3060679078702714,54600,0,1,11043.9,0,,,0.012967032967032967,,Moderate (30-60%),Target (<36%),High (10K-15K),>2500,999,0.000525378,0
0,21,0,0,0,0,0,0,1,0,0,0,0,0,2020,0,2.0,1,1160.8,0.0,28223,0,0,0.0,0,,676.0,0.04112957516918825,Good,Very Low (<10%),Target (<36%),No Debt,2001-2500,676,0.00016194556,0
1,23,0,0,0,0,0,1,0,1,1,1,1,0,1925,0,0.0,0,534.0,0.1779203482862304,44284,1,1,20433.0,1,,,0.012058531297985729,,Low (10-30%),Target (<36%),Very High (>15K),1501-2000,999,0.9948041,1
1,22,0,0,0,0,0,0,1,0,0,0,1,0,2162,0,2.0,0,617.0,0.2271333574824923,22754,0,1,9635.0,0,,,0.027116111452931354,,Low (10-30%),Target (<36%),Moderate (5K-10K),2001-2500,999,0.00018579372,0
0,25,0,0,1,0,0,0,0,1,0,0,0,1,796,0,0.0,1,1042.0,0.4203576859664695,54075,0,0,0.0,1,,541.0,0.019269533055940823,Poor,Moderate (30-60%),Target (<36%),No Debt,501-1000,541,0.9906063,1
1,25,0,0,0,0,0,0,0,0,1,0,0,0,883,0,1.0,0,306.0,0.3002768515190508,30121,0,0,0.0,0,,,0.010159025264765446,,Moderate (30-60%),Target (<36%),No Debt,501-1000,999,0.005504884,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,1431,1,2.0,0,192.0,0.3407867277847229,49889,0,0,0.0,0,,617.0,0.003848543767163102,Fair,Moderate (30-60%),Target (<36%),No Debt,1001-1500,617,0.0008100832,0
0,25,0,0,0,0,0,0,0,1,0,0,0,0,881,0,1.0,1,1419.0,0.3492656951292743,35263,0,0,0.0,1,,663.0,0.04024047868871054,Fair,Moderate (30-60%),Target (<36%),No Debt,501-1000,663,0.9927407,1
0,24,0,0,1,0,0,0,0,1,1,1,1,1,2175,1,1.0,1,511.0,0.5419350021443903,37547,1,0,0.0,0,,600.0,0.013609609289690254,Fair,Moderate (30-60%),Target (<36%),No Debt,2001-2500,600,0.04591539,0
1,20,0,0,0,0,0,0,0,0,1,0,0,0,64,2,1.0,0,169.60000000000002,0.2693859008391913,29412,0,0,0.0,0,,,0.005766353869169048,,Low (10-30%),Target (<36%),No Debt,<500,999,0.00035830904,0
1,18,0,0,1,0,0,0,0,0,0,1,0,0,647,2,1.0,0,544.0,0.3621299254743955,35600,0,1,10742.9,0,,,0.015280898876404495,,Moderate (30-60%),Target (<36%),High (10K-15K),501-1000,999,0.048701257,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,2968,1,0.0,0,122.0,0.3912370561182255,42220,1,0,0.0,0,,566.0,0.0028896257697773567,Poor,Moderate (30-60%),Target (<36%),No Debt,>2500,566,0.0005908847,0
1,18,0,0,1,0,0,0,1,1,0,0,0,0,2634,1,1.0,0,756.8000000000001,0.2187027123433744,31644,0,1,3536.4,0,,,0.02391606623688535,,Low (10-30%),Target (<36%),Low (1K-5K),>2500,999,0.048304442,0
0,25,0,0,0,0,0,0,1,0,0,0,0,0,351,3,0.0,0,818.0,0.4075888546514816,37829,0,0,0.0,0,,532.0,0.021623622088873615,Poor,Moderate (30-60%),Target (<36%),No Debt,<500,532,0.00018909076,0
0,21,0,0,0,0,0,0,1,0,1,0,0,0,549,0,0.0,0,379.2000000000001,0.2695116846558777,53989,0,0,0.0,0,,504.0,0.007023652966344998,Poor,Low (10-30%),Target (<36%),No Debt,501-1000,504,0.0008633186,0
1,20,0,0,0,0,0,0,1,0,0,0,1,0,896,2,0.0,0,760.8000000000001,0.4486551790322436,35177,1,1,1418.1999999999998,0,,,0.021627768143957702,,Moderate (30-60%),Target (<36%),Low (1K-5K),501-1000,999,0.00042283867,0
0,20,0,0,0,0,0,0,1,0,0,0,1,0,1517,0,0.0,0,116.0,0.0875222152021924,23285,1,0,0.0,0,,501.0,0.004981747906377496,Poor,Very Low (<10%),Target (<36%),No Debt,1501-2000,501,0.0003012895,0
1,23,0,0,0,0,0,0,0,0,0,0,0,0,1429,3,3.0,0,801.0,0.3590491204367674,28929,0,1,5257.0,0,,,0.027688478689204606,,Moderate (30-60%),Target (<36%),Moderate (5K-10K),1001-1500,999,0.0003817196,0
1,23,0,0,0,0,0,1,0,0,0,0,0,0,775,3,1.0,0,257.0,0.2670189734181142,54744,0,1,8094.0,0,,,0.004694578401285986,,Low (10-30%),Target (<36%),Moderate (5K-10K),501-1000,999,0.00052670046,0
0,23,0,0,0,0,0,0,0,0,0,0,0,1,1621,3,1.0,0,195.0,0.1814607313707215,19286,0,1,11941.0,0,,523.0,0.010110961319091569,Poor,Low (10-30%),Target (<36%),High (10K-15K),1501-2000,523,0.0027202026,0
0,23,0,0,1,0,0,0,0,1,0,0,1,0,867,0,0.0,0,143.0,0.1,26981,1,1,17172.0,1,,606.0,0.0053000259441829435,Fair,Low (10-30%),Target (<36%),Very High (>15K),501-1000,606,0.99253863,1
0,23,0,0,0,0,0,0,0,0,0,0,1,0,2114,0,1.0,0,716.0,0.6829804494254678,43801,0,1,22502.0,0,,511.0,0.016346658752083285,Poor,High (60-100%),Target (<36%),Very High (>15K),2001-2500,511,0.0004571904,0
1,22,0,0,0,0,0,0,0,0,0,0,1,0,1142,2,2.0,0,738.0,0.1084170235195869,40502,0,1,10369.0,0,,,0.01822132240383191,,Low (10-30%),Target (<36%),High (10K-15K),1001-1500,999,0.00031667412,0
